A,B,Bpop,C,D,E,Epop,F,Total users,Date,Day index,Time index,Time series dates,Year,Temperature,Conditions
0,0,0.0,0,0,0,0.0,0,0.0,2017-07-23,2,93,2017-07-23 23:15:00,2017,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2017-07-23,2,94,2017-07-23 23:30:00,2017,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2017-07-23,2,95,2017-07-23 23:45:00,2017,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,0,2018-07-20 00:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,1,2018-07-20 00:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,2,2018-07-20 00:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,3,2018-07-20 00:45:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,4,2018-07-20 01:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,5,2018-07-20 01:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,6,2018-07-20 01:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,7,2018-07-20 01:45:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,8,2018-07-20 02:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,9,2018-07-20 02:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,10,2018-07-20 02:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,11,2018-07-20 02:45:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,12,2018-07-20 03:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,13,2018-07-20 03:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,14,2018-07-20 03:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,15,2018-07-20 03:45:00,2018,18,3
0,0,0.0,0,0,0,0.0,1,1.0,2018-07-20,0,16,2018-07-20 04:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,17,2018-07-20 04:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,18,2018-07-20 04:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,19,2018-07-20 04:45:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,20,2018-07-20 05:00:00,2018,15,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,21,2018-07-20 05:15:00,2018,15,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,22,2018-07-20 05:30:00,2018,15,3
0,0,0.0,0,0,0,0.0,1,1.0,2018-07-20,0,23,2018-07-20 05:45:00,2018,15,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,24,2018-07-20 06:00:00,2018,14,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,25,2018-07-20 06:15:00,2018,14,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-20,0,26,2018-07-20 06:30:00,2018,13,3
0,1,0.0,0,0,0,0.0,0,1.0,2018-07-20,0,27,2018-07-20 06:45:00,2018,13,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,28,2018-07-20 07:00:00,2018,14,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,29,2018-07-20 07:15:00,2018,14,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,30,2018-07-20 07:30:00,2018,17,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,31,2018-07-20 07:45:00,2018,17,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-20,0,32,2018-07-20 08:00:00,2018,19,3
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,33,2018-07-20 08:15:00,2018,19,3
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,34,2018-07-20 08:30:00,2018,19,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,35,2018-07-20 08:45:00,2018,19,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,36,2018-07-20 09:00:00,2018,19,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,37,2018-07-20 09:15:00,2018,19,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,38,2018-07-20 09:30:00,2018,21,3
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,39,2018-07-20 09:45:00,2018,21,3
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,40,2018-07-20 10:00:00,2018,21,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,41,2018-07-20 10:15:00,2018,21,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,42,2018-07-20 10:30:00,2018,23,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,43,2018-07-20 10:45:00,2018,23,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,44,2018-07-20 11:00:00,2018,24,2
0,0,0.0,0,0,1,0.0,0,1.0,2018-07-20,0,45,2018-07-20 11:15:00,2018,24,2
0,1,0.0,0,0,0,0.0,0,1.0,2018-07-20,0,46,2018-07-20 11:30:00,2018,25,3
2,0,0.0,0,0,0,0.0,0,2.0,2018-07-20,0,47,2018-07-20 11:45:00,2018,25,3
1,0,0.0,0,0,0,0.0,0,1.0,2018-07-20,0,48,2018-07-20 12:00:00,2018,26,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-20,0,49,2018-07-20 12:15:00,2018,26,3
0,0,0.0,0,0,0,0.0,1,1.0,2018-07-20,0,50,2018-07-20 12:30:00,2018,27,2
1,0,0.0,1,0,0,0.0,0,2.0,2018-07-20,0,51,2018-07-20 12:45:00,2018,27,2
1,0,0.0,0,0,0,0.0,0,1.0,2018-07-20,0,52,2018-07-20 13:00:00,2018,28,2
1,0,0.0,1,0,0,0.0,0,2.0,2018-07-20,0,53,2018-07-20 13:15:00,2018,28,2
0,0,0.0,0,2,0,0.0,1,3.0,2018-07-20,0,54,2018-07-20 13:30:00,2018,29,2
2,0,0.0,0,2,0,0.0,1,5.0,2018-07-20,0,55,2018-07-20 13:45:00,2018,29,2
2,0,0.0,0,1,0,0.0,2,5.0,2018-07-20,0,56,2018-07-20 14:00:00,2018,29,2
2,0,0.0,1,2,1,0.0,1,7.0,2018-07-20,0,57,2018-07-20 14:15:00,2018,29,2
3,1,0.0,0,2,1,0.0,2,9.0,2018-07-20,0,58,2018-07-20 14:30:00,2018,30,3
4,1,0.0,1,0,2,0.0,3,11.0,2018-07-20,0,59,2018-07-20 14:45:00,2018,30,3
5,3,0.0,1,0,5,0.0,1,15.0,2018-07-20,0,60,2018-07-20 15:00:00,2018,30,3
2,2,0.0,7,1,7,0.0,1,20.0,2018-07-20,0,61,2018-07-20 15:15:00,2018,30,3
4,1,0.0,7,0,11,0.0,2,25.0,2018-07-20,0,62,2018-07-20 15:30:00,2018,31,3
4,1,0.5700661125189511,7,2,14,0.0,3,31.0,2018-07-20,0,63,2018-07-20 15:45:00,2018,31,3
5,1,0.5700661125189511,5,4,17,0.0,2,34.0,2018-07-20,0,64,2018-07-20 16:00:00,2018,30,2
7,2,0.5700661125189511,6,2,22,0.0,2,41.0,2018-07-20,0,65,2018-07-20 16:15:00,2018,30,2
10,4,0.5700661125189511,6,1,16,0.0,4,41.0,2018-07-20,0,66,2018-07-20 16:30:00,2018,30,1
7,3,0.5700661125189511,5,4,10,0.0,2,31.0,2018-07-20,0,67,2018-07-20 16:45:00,2018,30,1
9,4,0.5700661125189511,4,6,13,0.0,4,40.0,2018-07-20,0,68,2018-07-20 17:00:00,2018,29,2
1,3,0.5752592768889914,2,7,10,0.8260683093323896,4,27.0,2018-07-20,0,69,2018-07-20 17:15:00,2018,29,2
5,3,0.5752592768889914,2,5,15,0.8260683093323896,0,30.0,2018-07-20,0,70,2018-07-20 17:30:00,2018,29,2
2,7,0.5752592768889914,5,5,12,0.8260683093323896,4,35.0,2018-07-20,0,71,2018-07-20 17:45:00,2018,29,2
3,3,0.6136098953482574,2,6,10,0.8260683093323896,4,28.0,2018-07-20,0,72,2018-07-20 18:00:00,2018,30,2
4,3,0.6136098953482574,3,2,18,0.8260683093323896,1,31.0,2018-07-20,0,73,2018-07-20 18:15:00,2018,30,2
4,5,0.6136098953482574,6,4,12,0.8260683093323896,5,36.0,2018-07-20,0,74,2018-07-20 18:30:00,2018,30,2
5,1,0.5752592768889914,3,2,13,0.8260683093323896,7,31.0,2018-07-20,0,75,2018-07-20 18:45:00,2018,30,2
1,5,0.5752592768889914,1,0,14,0.7237807291667356,3,24.0,2018-07-20,0,76,2018-07-20 19:00:00,2018,29,3
2,3,0.5752592768889914,6,2,8,0.7237807291667356,0,21.0,2018-07-20,0,77,2018-07-20 19:15:00,2018,29,3
4,1,0.5752592768889914,3,4,7,0.7237807291667356,2,21.0,2018-07-20,0,78,2018-07-20 19:30:00,2018,29,3
5,1,0.5752592768889914,5,3,10,0.7237807291667356,4,28.0,2018-07-20,0,79,2018-07-20 19:45:00,2018,29,3
2,2,0.5752592768889914,4,1,13,0.7237807291667356,4,26.0,2018-07-20,0,80,2018-07-20 20:00:00,2018,28,3
4,2,0.5752592768889914,8,1,13,0.7237807291667356,0,28.0,2018-07-20,0,81,2018-07-20 20:15:00,2018,28,3
3,2,0.5752592768889914,7,3,10,0.7237807291667356,3,28.0,2018-07-20,0,82,2018-07-20 20:30:00,2018,26,3
2,4,0.5752592768889914,9,4,9,0.8280612863372757,5,33.0,2018-07-20,0,83,2018-07-20 20:45:00,2018,26,3
1,3,0.9136333518067837,6,2,9,0.8280612863372757,5,26.0,2018-07-20,0,84,2018-07-20 21:00:00,2018,24,3
3,2,0.9136333518067837,3,3,3,0.8280612863372757,3,17.0,2018-07-20,0,85,2018-07-20 21:15:00,2018,24,3
1,3,0.9136333518067837,4,3,6,0.8280612863372757,3,20.0,2018-07-20,0,86,2018-07-20 21:30:00,2018,23,3
2,0,0.9136333518067837,2,2,4,0.8280612863372757,5,15.0,2018-07-20,0,87,2018-07-20 21:45:00,2018,23,3
3,2,0.9136333518067837,0,2,4,0.8280612863372757,1,12.0,2018-07-20,0,88,2018-07-20 22:00:00,2018,23,2
0,0,0.6136098953482574,0,2,2,0.8280612863372757,2,6.0,2018-07-20,0,89,2018-07-20 22:15:00,2018,23,2
2,1,0.6136098953482574,0,1,1,0.8280612863372757,0,5.0,2018-07-20,0,90,2018-07-20 22:30:00,2018,22,2
0,0,0.6136098953482574,0,1,1,0.48323219975226767,1,3.0,2018-07-20,0,91,2018-07-20 22:45:00,2018,22,2
1,0,0.6136098953482574,2,1,0,0.48323219975226767,1,5.0,2018-07-20,0,92,2018-07-20 23:00:00,2018,21,2
0,0,0.6136098953482574,1,0,0,0.48323219975226767,0,1.0,2018-07-20,0,93,2018-07-20 23:15:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-20,0,94,2018-07-20 23:30:00,2018,21,3
0,0,0.0,1,0,1,0.0,0,2.0,2018-07-20,0,95,2018-07-20 23:45:00,2018,21,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,0,2018-07-21 00:00:00,2018,21,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,1,2018-07-21 00:15:00,2018,21,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,2,2018-07-21 00:30:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,3,2018-07-21 00:45:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,4,2018-07-21 01:00:00,2018,20,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,5,2018-07-21 01:15:00,2018,20,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,6,2018-07-21 01:30:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,7,2018-07-21 01:45:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,8,2018-07-21 02:00:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,9,2018-07-21 02:15:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,10,2018-07-21 02:30:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,11,2018-07-21 02:45:00,2018,21,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,12,2018-07-21 03:00:00,2018,20,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,13,2018-07-21 03:15:00,2018,20,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,14,2018-07-21 03:30:00,2018,20,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,15,2018-07-21 03:45:00,2018,20,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,16,2018-07-21 04:00:00,2018,19,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,17,2018-07-21 04:15:00,2018,19,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,18,2018-07-21 04:30:00,2018,19,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,19,2018-07-21 04:45:00,2018,19,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,20,2018-07-21 05:00:00,2018,19,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,21,2018-07-21 05:15:00,2018,19,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,22,2018-07-21 05:30:00,2018,18,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,23,2018-07-21 05:45:00,2018,18,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,24,2018-07-21 06:00:00,2018,18,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,25,2018-07-21 06:15:00,2018,18,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,26,2018-07-21 06:30:00,2018,18,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,27,2018-07-21 06:45:00,2018,18,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,28,2018-07-21 07:00:00,2018,18,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,29,2018-07-21 07:15:00,2018,18,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,30,2018-07-21 07:30:00,2018,18,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,31,2018-07-21 07:45:00,2018,18,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,32,2018-07-21 08:00:00,2018,19,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,33,2018-07-21 08:15:00,2018,19,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,34,2018-07-21 08:30:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,35,2018-07-21 08:45:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,36,2018-07-21 09:00:00,2018,19,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,37,2018-07-21 09:15:00,2018,19,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,38,2018-07-21 09:30:00,2018,20,1
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-21,1,39,2018-07-21 09:45:00,2018,20,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,40,2018-07-21 10:00:00,2018,20,2
0,1,0.0,1,0,0,0.0,0,2.0,2018-07-21,1,41,2018-07-21 10:15:00,2018,20,2
0,1,0.0,0,0,0,0.0,1,2.0,2018-07-21,1,42,2018-07-21 10:30:00,2018,21,2
2,0,0.0,0,0,2,0.0,0,4.0,2018-07-21,1,43,2018-07-21 10:45:00,2018,21,2
0,1,0.0,0,0,1,0.0,1,3.0,2018-07-21,1,44,2018-07-21 11:00:00,2018,21,2
0,0,0.0,0,1,3,0.0,1,5.0,2018-07-21,1,45,2018-07-21 11:15:00,2018,21,2
0,1,0.0,0,1,1,0.0,0,3.0,2018-07-21,1,46,2018-07-21 11:30:00,2018,21,1
0,1,0.0,0,1,1,0.0,0,3.0,2018-07-21,1,47,2018-07-21 11:45:00,2018,21,1
1,0,0.0,0,2,0,0.0,0,3.0,2018-07-21,1,48,2018-07-21 12:00:00,2018,22,2
1,0,0.0,1,0,1,0.0,0,3.0,2018-07-21,1,49,2018-07-21 12:15:00,2018,22,2
4,0,0.0,1,1,2,0.0,0,8.0,2018-07-21,1,50,2018-07-21 12:30:00,2018,21,1
0,0,0.0,1,0,2,0.45303018726775096,0,3.0,2018-07-21,1,51,2018-07-21 12:45:00,2018,21,1
1,0,0.0,0,0,2,0.45303018726775096,0,3.0,2018-07-21,1,52,2018-07-21 13:00:00,2018,18,1
1,1,0.5752592768889914,0,1,3,0.45303018726775096,1,7.0,2018-07-21,1,53,2018-07-21 13:15:00,2018,18,1
4,1,0.5752592768889914,1,1,2,0.45303018726775096,1,10.0,2018-07-21,1,54,2018-07-21 13:30:00,2018,19,1
3,1,0.5752592768889914,2,2,6,0.8360990652236385,1,15.0,2018-07-21,1,55,2018-07-21 13:45:00,2018,19,1
3,3,0.5752592768889914,1,3,4,0.8360990652236385,3,17.0,2018-07-21,1,56,2018-07-21 14:00:00,2018,20,1
3,5,0.5752592768889914,2,3,6,0.8360990652236385,0,19.0,2018-07-21,1,57,2018-07-21 14:15:00,2018,20,1
3,6,0.7670123691853219,1,3,6,0.8360990652236385,2,21.0,2018-07-21,1,58,2018-07-21 14:30:00,2018,20,1
6,3,0.7670123691853219,3,3,10,0.45303018726775096,2,27.0,2018-07-21,1,59,2018-07-21 14:45:00,2018,20,1
6,6,0.7670123691853219,2,2,10,0.45303018726775096,1,27.0,2018-07-21,1,60,2018-07-21 15:00:00,2018,21,1
2,2,0.7670123691853219,3,2,4,0.45303018726775096,0,13.0,2018-07-21,1,61,2018-07-21 15:15:00,2018,21,1
2,0,0.7670123691853219,2,1,1,0.45303018726775096,2,8.0,2018-07-21,1,62,2018-07-21 15:30:00,2018,21,1
3,2,0.5752592768889914,3,1,4,0.7383237731057034,1,14.0,2018-07-21,1,63,2018-07-21 15:45:00,2018,21,1
2,0,0.5752592768889914,3,2,2,0.7383237731057034,1,10.0,2018-07-21,1,64,2018-07-21 16:00:00,2018,21,1
3,1,0.5752592768889914,3,2,2,0.7383237731057034,1,12.0,2018-07-21,1,65,2018-07-21 16:15:00,2018,21,1
2,0,0.5752592768889914,3,1,4,0.7383237731057034,2,12.0,2018-07-21,1,66,2018-07-21 16:30:00,2018,21,1
1,1,0.5752592768889914,5,1,8,0.7383237731057034,1,17.0,2018-07-21,1,67,2018-07-21 16:45:00,2018,21,1
1,1,0.5752592768889914,2,0,4,0.7383237731057034,2,10.0,2018-07-21,1,68,2018-07-21 17:00:00,2018,21,1
0,5,0.6080705200202146,1,0,7,1.0,2,15.0,2018-07-21,1,69,2018-07-21 17:15:00,2018,21,1
1,4,0.6080705200202146,3,0,10,1.0,2,20.0,2018-07-21,1,70,2018-07-21 17:30:00,2018,21,2
1,1,0.6080705200202146,5,0,9,1.0,2,18.0,2018-07-21,1,71,2018-07-21 17:45:00,2018,21,2
5,0,0.6080705200202146,2,0,8,1.0,0,15.0,2018-07-21,1,72,2018-07-21 18:00:00,2018,22,1
0,2,0.8127578079173786,2,2,10,1.0,2,18.0,2018-07-21,1,73,2018-07-21 18:15:00,2018,22,1
0,0,0.8127578079173786,5,0,9,1.0,1,15.0,2018-07-21,1,74,2018-07-21 18:30:00,2018,21,0
1,0,0.8127578079173786,1,0,14,0.5110818637003591,1,17.0,2018-07-21,1,75,2018-07-21 18:45:00,2018,21,0
0,1,0.8127578079173786,3,0,8,0.5110818637003591,1,13.0,2018-07-21,1,76,2018-07-21 19:00:00,2018,22,1
1,1,0.8127578079173786,2,0,6,0.5110818637003591,0,10.0,2018-07-21,1,77,2018-07-21 19:15:00,2018,22,1
0,0,0.8127578079173786,3,0,4,0.5110818637003591,0,7.0,2018-07-21,1,78,2018-07-21 19:30:00,2018,21,2
0,0,0.8127578079173786,3,0,6,0.5110818637003591,1,10.0,2018-07-21,1,79,2018-07-21 19:45:00,2018,21,2
0,0,0.9229585068665468,2,1,8,0.5110818637003591,0,11.0,2018-07-21,1,80,2018-07-21 20:00:00,2018,21,2
0,0,0.9229585068665468,3,1,5,0.5110818637003591,1,10.0,2018-07-21,1,81,2018-07-21 20:15:00,2018,21,2
1,1,0.9229585068665468,3,1,7,0.5110818637003591,2,15.0,2018-07-21,1,82,2018-07-21 20:30:00,2018,21,2
4,0,0.9229585068665468,3,3,14,0.9592242868457866,2,26.0,2018-07-21,1,83,2018-07-21 20:45:00,2018,21,2
2,1,0.9229585068665468,5,3,9,0.9592242868457866,0,20.0,2018-07-21,1,84,2018-07-21 21:00:00,2018,21,2
4,3,0.9229585068665468,3,1,6,0.9592242868457866,2,19.0,2018-07-21,1,85,2018-07-21 21:15:00,2018,21,2
3,4,0.9229585068665468,2,2,4,0.9592242868457866,1,16.0,2018-07-21,1,86,2018-07-21 21:30:00,2018,20,3
1,5,0.9229585068665468,4,0,7,0.9592242868457866,0,17.0,2018-07-21,1,87,2018-07-21 21:45:00,2018,20,3
5,1,0.5700661125189511,2,1,5,0.9592242868457866,1,15.0,2018-07-21,1,88,2018-07-21 22:00:00,2018,19,3
3,0,0.5752592768889914,1,2,3,0.9592242868457866,0,9.0,2018-07-21,1,89,2018-07-21 22:15:00,2018,19,3
2,0,0.5752592768889914,2,0,2,0.9592242868457866,0,6.0,2018-07-21,1,90,2018-07-21 22:30:00,2018,20,2
1,0,0.5752592768889914,0,1,2,0.45303018726775096,0,4.0,2018-07-21,1,91,2018-07-21 22:45:00,2018,20,2
2,0,0.5752592768889914,0,0,3,0.45303018726775096,0,5.0,2018-07-21,1,92,2018-07-21 23:00:00,2018,20,2
0,1,0.5752592768889914,1,0,1,0.45303018726775096,1,4.0,2018-07-21,1,93,2018-07-21 23:15:00,2018,20,2
2,0,0.0,0,0,0,0.0,1,3.0,2018-07-21,1,94,2018-07-21 23:30:00,2018,19,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-21,1,95,2018-07-21 23:45:00,2018,19,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,0,2018-07-22 00:00:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,1,2018-07-22 00:15:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,2,2018-07-22 00:30:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,3,2018-07-22 00:45:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,4,2018-07-22 01:00:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,5,2018-07-22 01:15:00,2018,19,3
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-22,2,6,2018-07-22 01:30:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,7,2018-07-22 01:45:00,2018,19,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,8,2018-07-22 02:00:00,2018,19,2
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,9,2018-07-22 02:15:00,2018,19,2
0,0,0.0,1,0,0,0.0,0,1.0,2018-07-22,2,10,2018-07-22 02:30:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,11,2018-07-22 02:45:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,12,2018-07-22 03:00:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,13,2018-07-22 03:15:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,14,2018-07-22 03:30:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,15,2018-07-22 03:45:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,16,2018-07-22 04:00:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,17,2018-07-22 04:15:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,18,2018-07-22 04:30:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,19,2018-07-22 04:45:00,2018,19,1
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,20,2018-07-22 05:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,21,2018-07-22 05:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,22,2018-07-22 05:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,23,2018-07-22 05:45:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,24,2018-07-22 06:00:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,25,2018-07-22 06:15:00,2018,18,3
0,0,0.0,0,0,0,0.0,0,0.0,2018-07-22,2,26,2018-07-22 06:30:00,2018,18,3
0,0,0.0,0,0,0,0.0,1,1.0,2018-07-22,2,27,2018-07-22 06:45:00,2018,18,3
1,0,0.0,1,0,0,0.0,1,3.0,2018-07-22,2,28,2018-07-22 07:00:00,2018,18,3
2,0,0.0,1,0,2,0.0,1,6.0,2018-07-22,2,29,2018-07-22 07:15:00,2018,18,3
0,0,0.0,0,0,2,0.0,0,2.0,2018-07-22,2,30,2018-07-22 07:30:00,2018,19,3
0,0,0.0,0,0,6,0.0,2,8.0,2018-07-22,2,31,2018-07-22 07:45:00,2018,19,3
3,1,0.0,2,0,3,0.0,0,9.0,2018-07-22,2,32,2018-07-22 08:00:00,2018,19,3
2,1,0.0,1,0,1,0.0,0,5.0,2018-07-22,2,33,2018-07-22 08:15:00,2018,19,3
1,0,0.0,3,1,7,0.0,0,12.0,2018-07-22,2,34,2018-07-22 08:30:00,2018,20,3
1,0,0.0,2,1,8,0.0,0,12.0,2018-07-22,2,35,2018-07-22 08:45:00,2018,20,3
1,0,0.0,6,3,3,0.0,2,15.0,2018-07-22,2,36,2018-07-22 09:00:00,2018,20,3
0,0,0.0,1,1,6,0.0,1,9.0,2018-07-22,2,37,2018-07-22 09:15:00,2018,20,3
1,0,0.0,2,1,7,0.0,0,11.0,2018-07-22,2,38,2018-07-22 09:30:00,2018,20,3
2,0,0.0,0,2,8,0.0,1,13.0,2018-07-22,2,39,2018-07-22 09:45:00,2018,20,3
3,4,0.0,3,2,5,0.0,4,21.0,2018-07-22,2,40,2018-07-22 10:00:00,2018,21,2
2,2,0.0,1,2,4,0.45303018726775096,2,13.0,2018-07-22,2,41,2018-07-22 10:15:00,2018,21,2
2,1,0.0,3,3,2,0.45303018726775096,5,16.0,2018-07-22,2,42,2018-07-22 10:30:00,2018,21,1
2,3,0.0,1,3,1,0.45303018726775096,0,10.0,2018-07-22,2,43,2018-07-22 10:45:00,2018,21,1
3,1,0.0,4,3,3,0.45303018726775096,1,15.0,2018-07-22,2,44,2018-07-22 11:00:00,2018,22,2
